Time, Quadrant Number, Ball Colour, Type
23.03, 4, blue, Exit
23.03, 2, blue, Exit
23.07, 3, red, Exit
23.07, 4, red, Exit
23.07, 3, red, Exit
23.07, 1, red, Exit
23.07, 2, red, Exit
23.07, 4, blue, Exit
23.07, 2, blue, Exit
23.10, 3, red, Exit
23.10, 4, red, Exit
23.10, 1, red, Exit
23.10, 4, blue, Exit
23.10, 2, blue, Exit
23.13, 3, red, Exit
23.13, 1, red, Exit
23.13, 4, blue, Exit
23.13, 2, blue, Exit
23.17, 4, red, Exit
23.17, 3, red, Exit
23.17, 1, red, Exit
23.17, 4, blue, Exit
23.17, 2, blue, Exit
23.20, 3, red, Exit
23.20, 1, red, Exit
23.20, 2, red, Exit
23.20, 4, blue, Exit
23.20, 2, blue, Exit
23.23, 3, red, Exit
23.23, 4, red, Exit
23.23, 1, red, Exit
23.23, 4, blue, Exit
23.23, 2, blue, Exit
23.27, 3, red, Exit
23.27, 1, red, Exit
23.27, 4, blue, Exit
23.27, 2, blue, Exit
23.30, 4, red, Exit
23.30, 3, red, Exit
23.30, 1, red, Exit
23.30, 4, blue, Exit
23.30, 2, blue, Exit
23.33, 4, red, Exit
23.33, 3, red, Exit
23.33, 1, red, Exit
23.33, 2, red, Exit
23.33, 4, blue, Exit
23.33, 2, blue, Exit
23.37, 3, red, Exit
23.37, 4, red, Exit
23.37, 3, red, Exit
23.37, 1, red, Exit
23.37, 2, red, Exit
23.37, 4, blue, Exit
23.37, 2, blue, Exit
23.40, 4, red, Exit
23.40, 3, red, Exit
23.40, 1, red, Exit
23.40, 4, blue, Exit
23.40, 2, blue, Exit
23.43, 4, red, Exit
23.43, 3, red, Exit
23.43, 4, red, Exit
23.43, 1, red, Exit
23.43, 4, blue, Exit
23.43, 2, blue, Exit
23.47, 4, red, Exit
23.47, 4, blue, Exit
23.47, 2, blue, Exit
23.50, 2, red, Exit
23.50, 4, blue, Exit
23.50, 2, blue, Exit
23.53, 4, red, Exit
23.53, 3, red, Exit
23.53, 2, red, Exit
23.53, 4, blue, Exit
23.53, 2, blue, Exit
23.57, 4, red, Exit
23.57, 3, red, Exit
23.57, 2, red, Exit
23.57, 4, blue, Exit
23.57, 2, blue, Exit
23.60, 4, red, Exit
23.60, 3, red, Exit
23.60, 2, red, Exit
23.60, 4, blue, Exit
23.60, 2, blue, Exit
23.63, 4, red, Exit
23.63, 3, red, Exit
23.63, 2, red, Exit
23.63, 4, blue, Exit
23.63, 2, blue, Exit
23.67, 4, blue, Exit
23.67, 2, blue, Exit
23.70, 1, red, Exit
23.70, 2, red, Exit
23.70, 4, blue, Exit
23.70, 2, blue, Exit
23.73, 4, red, Exit
23.73, 2, red, Exit
23.73, 1, red, Exit
23.73, 2, red, Exit
23.73, 4, blue, Exit
23.73, 2, blue, Exit
23.77, 4, red, Exit
23.77, 3, red, Exit
23.77, 2, red, Exit
23.77, 4, blue, Exit
23.77, 2, blue, Exit
23.80, 4, red, Exit
23.80, 2, red, Exit
23.80, 4, blue, Exit
23.80, 2, blue, Exit
23.83, 4, red, Exit
23.83, 3, red, Exit
23.83, 2, red, Exit
23.83, 4, blue, Exit
23.83, 2, blue, Exit
23.87, 4, red, Exit
23.87, 2, red, Exit
23.87, 4, blue, Exit
23.87, 2, blue, Exit
23.90, 4, red, Exit
23.90, 2, red, Exit
23.90, 4, blue, Exit
23.90, 2, blue, Exit
23.93, 4, red, Exit
23.93, 2, red, Exit
23.93, 4, blue, Exit
23.93, 2, blue, Exit
23.97, 4, red, Exit
23.97, 2, red, Exit
23.97, 4, blue, Exit
23.97, 2, blue, Exit
24.00, 4, red, Exit
24.00, 3, red, Exit
24.00, 2, red, Exit
24.00, 4, blue, Exit
24.00, 2, blue, Exit
24.03, 4, red, Exit
24.03, 2, red, Exit
24.03, 4, blue, Exit
24.03, 2, blue, Exit
24.07, 4, blue, Exit
24.07, 2, blue, Exit
24.10, 4, red, Exit
24.10, 2, red, Exit
24.10, 4, blue, Exit
24.10, 2, blue, Exit
24.13, 4, red, Exit
24.13, 2, red, Exit
24.13, 4, blue, Exit
24.13, 2, blue, Exit
24.17, 4, red, Exit
24.17, 2, red, Exit
24.17, 4, blue, Exit
24.17, 2, blue, Exit
24.20, 4, red, Exit
24.20, 2, red, Exit
24.20, 4, blue, Exit
24.20, 2, blue, Exit
24.23, 4, red, Exit
24.23, 2, red, Exit
24.23, 4, blue, Exit
24.23, 2, blue, Exit
24.27, 4, red, Exit
24.27, 2, red, Exit
24.27, 4, blue, Exit
24.27, 2, blue, Exit
24.30, 4, red, Exit
24.30, 2, red, Exit
24.30, 4, blue, Exit
24.30, 2, blue, Exit
24.33, 4, red, Exit
24.33, 2, red, Exit
24.33, 4, blue, Exit
24.33, 2, blue, Exit
24.37, 4, blue, Exit
24.37, 2, blue, Exit
24.40, 4, red, Exit
24.40, 3, red, Exit
24.40, 2, red, Exit
24.40, 4, blue, Exit
24.40, 2, blue, Exit
24.43, 4, red, Exit
24.43, 2, red, Exit
24.43, 4, blue, Exit
24.43, 2, blue, Exit
24.47, 4, red, Exit
24.47, 2, red, Exit
24.47, 4, blue, Exit
24.47, 2, blue, Exit
24.50, 4, red, Exit
24.50, 3, red, Exit
24.50, 2, red, Exit
24.50, 4, blue, Exit
24.50, 2, blue, Exit
24.53, 4, red, Exit
24.53, 3, red, Exit
24.53, 2, red, Exit
24.53, 4, blue, Exit
24.53, 2, blue, Exit
24.57, 4, red, Exit
24.57, 3, red, Exit
24.57, 2, red, Exit
24.57, 4, blue, Exit
24.57, 2, blue, Exit
24.60, 4, red, Exit
24.60, 4, blue, Exit
24.60, 2, blue, Exit
24.63, 2, red, Exit
24.63, 4, blue, Exit
24.63, 2, blue, Exit
24.67, 4, red, Exit
24.67, 3, red, Exit
24.67, 2, red, Exit
24.67, 4, blue, Exit
24.67, 2, blue, Exit
24.70, 4, red, Exit
24.70, 3, red, Exit
24.70, 2, red, Exit
24.70, 4, blue, Exit
24.70, 2, blue, Exit
24.73, 3, red, Exit
24.73, 2, red, Exit
24.73, 4, blue, Exit
24.73, 2, blue, Exit
24.77, 3, red, Exit
24.77, 4, red, Exit
24.77, 4, blue, Exit
24.77, 2, blue, Exit
24.80, 3, red, Exit
24.80, 1, red, Exit
24.80, 2, red, Exit
24.80, 4, blue, Exit
24.80, 2, blue, Exit
24.83, 3, red, Exit
24.83, 4, blue, Exit
24.83, 2, blue, Exit
24.87, 2, red, Exit
24.87, 4, blue, Exit
24.87, 2, blue, Exit
24.90, 3, red, Exit
24.90, 2, red, Exit
24.90, 4, blue, Exit
24.90, 2, blue, Exit
24.93, 3, red, Exit
24.93, 4, red, Exit
24.93, 3, red, Exit
24.93, 1, red, Exit
24.93, 2, red, Exit
24.93, 4, blue, Exit
24.93, 2, blue, Exit
24.97, 3, red, Exit
24.97, 2, red, Exit
24.97, 4, blue, Exit
24.97, 2, blue, Exit
25.00, 3, red, Exit
25.00, 4, red, Exit
25.00, 2, red, Exit
25.00, 4, blue, Exit
25.00, 2, blue, Exit
25.03, 1, red, Exit
25.03, 4, blue, Exit
25.03, 2, blue, Exit
25.07, 3, red, Exit
25.07, 1, red, Exit
25.07, 4, blue, Exit
25.07, 2, blue, Exit
25.10, 3, red, Exit
25.10, 1, red, Exit
25.10, 2, red, Exit
25.10, 4, blue, Exit
25.10, 2, blue, Exit
25.13, 3, red, Exit
25.13, 2, red, Exit
25.13, 4, blue, Exit
25.13, 2, blue, Exit
25.17, 3, red, Exit
25.17, 1, red, Exit
25.17, 4, blue, Exit
25.17, 2, blue, Exit
25.20, 3, red, Exit
25.20, 4, red, Exit
25.20, 1, red, Exit
25.20, 4, blue, Exit
25.20, 2, blue, Exit
25.23, 3, red, Exit
25.23, 4, red, Exit
25.23, 3, red, Exit
25.23, 1, red, Exit
25.23, 2, red, Exit
25.23, 4, blue, Exit
25.23, 2, blue, Exit
25.27, 3, red, Exit
25.27, 1, red, Exit
25.27, 4, blue, Exit
25.27, 2, blue, Exit
25.30, 2, red, Exit
25.30, 4, blue, Exit
25.30, 2, blue, Exit
25.33, 3, red, Exit
25.33, 2, red, Exit
25.33, 4, blue, Exit
25.33, 2, blue, Exit
25.37, 3, red, Exit
25.37, 2, red, Exit
25.37, 4, blue, Exit
25.37, 2, blue, Exit
25.40, 3, red, Exit
25.40, 4, blue, Exit
25.40, 2, blue, Exit
25.43, 2, red, Exit
25.43, 4, blue, Exit
25.43, 2, blue, Exit
25.47, 4, red, Exit
25.47, 4, blue, Exit
25.47, 2, blue, Exit
25.50, 4, blue, Exit
25.50, 2, blue, Exit
25.53, 3, red, Exit
25.53, 4, blue, Exit
25.53, 2, blue, Exit
25.57, 1, red, Exit
25.57, 2, red, Exit
25.57, 4, blue, Exit
25.57, 2, blue, Exit
25.60, 3, red, Exit
25.60, 1, red, Exit
25.60, 2, red, Exit
25.60, 4, blue, Exit
25.60, 2, blue, Exit
25.63, 3, red, Exit
25.63, 2, red, Exit
25.63, 4, blue, Exit
25.63, 2, blue, Exit
25.67, 3, red, Exit
25.67, 2, red, Exit
25.67, 4, blue, Exit
25.67, 2, blue, Exit
25.70, 3, red, Exit
25.70, 1, red, Exit
25.70, 4, blue, Exit
25.70, 2, blue, Exit
25.73, 3, red, Exit
25.73, 1, red, Exit
25.73, 2, red, Exit
25.73, 4, blue, Exit
25.73, 2, blue, Exit
25.77, 3, red, Exit
25.77, 4, blue, Exit
25.77, 2, blue, Exit
25.80, 4, blue, Exit
25.80, 2, blue, Exit
25.83, 2, red, Exit
25.83, 4, blue, Exit
25.83, 2, blue, Exit
25.87, 3, red, Exit
25.87, 4, blue, Exit
25.87, 2, blue, Exit
25.90, 2, red, Exit
25.90, 4, blue, Exit
25.90, 2, blue, Exit
25.93, 3, red, Exit
25.93, 4, blue, Exit
25.93, 2, blue, Exit
25.97, 4, blue, Exit
25.97, 2, blue, Exit
26.00, 4, red, Exit
26.00, 4, blue, Exit
26.00, 2, blue, Exit
26.03, 3, red, Exit
26.03, 4, red, Exit
26.03, 3, red, Exit
26.03, 2, red, Exit
26.03, 4, blue, Exit
26.03, 2, blue, Exit
26.07, 4, red, Exit
26.07, 3, red, Exit
26.07, 4, red, Exit
26.07, 3, red, Exit
26.07, 4, blue, Exit
26.07, 2, blue, Exit
26.10, 4, red, Exit
26.10, 3, red, Exit
26.10, 4, red, Exit
26.10, 3, red, Exit
26.10, 2, red, Exit
26.10, 4, blue, Exit
26.10, 2, blue, Exit
26.13, 3, red, Exit
26.13, 4, red, Exit
26.13, 3, red, Exit
26.13, 4, blue, Exit
26.13, 2, blue, Exit
26.17, 4, red, Exit
26.17, 3, red, Exit
26.17, 2, red, Exit
26.17, 1, red, Exit
26.17, 4, blue, Exit
26.17, 2, blue, Exit
26.20, 4, red, Exit
26.20, 3, red, Exit
26.20, 4, red, Exit
26.20, 3, red, Exit
26.20, 2, red, Exit
26.20, 4, blue, Exit
26.20, 2, blue, Exit
26.23, 3, red, Exit
26.23, 4, red, Exit
26.23, 1, red, Exit
26.23, 4, blue, Exit
26.23, 2, blue, Exit
26.27, 3, red, Exit
26.27, 4, red, Exit
26.27, 3, red, Exit
26.27, 4, red, Exit
26.27, 3, red, Exit
26.27, 2, red, Exit
26.27, 4, blue, Exit
26.27, 2, blue, Exit
26.30, 3, red, Exit
26.30, 4, blue, Exit
26.30, 2, blue, Exit
26.33, 4, red, Exit
26.33, 3, red, Exit
26.33, 4, blue, Exit
26.33, 2, blue, Exit
26.37, 4, red, Exit
26.37, 3, red, Exit
26.37, 1, red, Exit
26.37, 2, red, Exit
26.37, 4, blue, Exit
26.37, 2, blue, Exit
26.40, 4, red, Exit
26.40, 3, red, Exit
26.40, 1, red, Exit
26.40, 4, blue, Exit
26.40, 2, blue, Exit
26.43, 4, red, Exit
26.43, 3, red, Exit
26.43, 1, red, Exit
26.43, 4, blue, Exit
26.43, 2, blue, Exit
26.47, 4, red, Exit
26.47, 3, red, Exit
26.47, 4, blue, Exit
26.47, 2, blue, Exit
26.50, 4, red, Exit
26.50, 3, red, Exit
26.50, 2, red, Exit
26.50, 4, blue, Exit
26.50, 2, blue, Exit
26.53, 3, red, Exit
26.53, 4, red, Exit
26.53, 3, red, Exit
26.53, 2, red, Exit
26.53, 4, blue, Exit
26.53, 2, blue, Exit
26.57, 3, red, Exit
26.57, 4, red, Exit
26.57, 3, red, Exit
26.57, 2, red, Exit
26.57, 4, blue, Exit
26.57, 2, blue, Exit
26.60, 4, red, Exit
26.60, 3, red, Exit
26.60, 4, blue, Exit
26.60, 2, blue, Exit
26.63, 4, red, Exit
26.63, 3, red, Exit
26.63, 1, red, Exit
26.63, 2, red, Exit
26.63, 4, blue, Exit
26.63, 2, blue, Exit
26.67, 3, red, Exit
26.67, 4, red, Exit
26.67, 3, red, Exit
26.67, 2, red, Exit
26.67, 4, blue, Exit
26.67, 2, blue, Exit
26.70, 3, red, Exit
26.70, 4, red, Exit
26.70, 3, red, Exit
26.70, 2, red, Exit
26.70, 4, blue, Exit
26.70, 2, blue, Exit
26.73, 3, red, Exit
26.73, 4, red, Exit
26.73, 2, red, Exit
26.73, 4, blue, Exit
26.73, 2, blue, Exit
26.77, 3, red, Exit
26.77, 4, red, Exit
26.77, 3, red, Exit
26.77, 4, blue, Exit
26.77, 2, blue, Exit
26.80, 4, red, Exit
26.80, 3, red, Exit
26.80, 2, red, Exit
26.80, 4, blue, Exit
26.80, 2, blue, Exit
26.83, 3, red, Exit
26.83, 4, red, Exit
26.83, 3, red, Exit
26.83, 1, red, Exit
26.83, 2, red, Exit
26.83, 4, blue, Exit
26.83, 2, blue, Exit
26.87, 3, red, Exit
26.87, 4, red, Exit
26.87, 3, red, Exit
26.87, 1, red, Exit
26.87, 4, blue, Exit
26.87, 2, blue, Exit
26.90, 3, red, Exit
26.90, 4, red, Exit
26.90, 3, red, Exit
26.90, 4, red, Exit
26.90, 3, red, Exit
26.90, 2, red, Exit
26.90, 4, blue, Exit
26.90, 2, blue, Exit
26.93, 3, red, Exit
26.93, 4, red, Exit
26.93, 3, red, Exit
26.93, 2, red, Exit
26.93, 4, blue, Exit
26.93, 2, blue, Exit
26.97, 3, red, Exit
26.97, 4, red, Exit
26.97, 3, red, Exit
26.97, 4, red, Exit
26.97, 3, red, Exit
26.97, 1, red, Exit
26.97, 2, red, Exit
26.97, 4, blue, Exit
26.97, 2, blue, Exit
27.00, 3, red, Exit
27.00, 4, red, Exit
27.00, 3, red, Exit
27.00, 1, red, Exit
27.00, 2, red, Exit
27.00, 4, blue, Exit
27.00, 2, blue, Exit
27.03, 4, red, Exit
27.03, 3, red, Exit
27.03, 4, red, Exit
27.03, 3, red, Exit
27.03, 1, red, Exit
27.03, 2, red, Exit
27.03, 4, blue, Exit
27.03, 2, blue, Exit
27.07, 3, red, Exit
27.07, 4, red, Exit
27.07, 3, red, Exit
27.07, 1, red, Exit
27.07, 2, red, Exit
27.07, 4, blue, Exit
27.07, 2, blue, Exit
27.10, 3, red, Exit
27.10, 4, red, Exit
27.10, 3, red, Exit
27.10, 1, red, Exit
27.10, 2, red, Exit
27.10, 4, blue, Exit
27.10, 2, blue, Exit
27.13, 3, red, Exit
27.13, 4, red, Exit
27.13, 3, red, Exit
27.13, 1, red, Exit
27.13, 2, red, Exit
27.13, 4, blue, Exit
27.13, 2, blue, Exit
27.17, 4, red, Exit
27.17, 3, red, Exit
27.17, 1, red, Exit
27.17, 2, red, Exit
27.17, 4, blue, Exit
27.17, 2, blue, Exit
27.20, 3, red, Exit
27.20, 4, red, Exit
27.20, 3, red, Exit
27.20, 1, red, Exit
27.20, 2, red, Exit
27.20, 4, blue, Exit
27.20, 2, blue, Exit
27.23, 3, red, Exit
27.23, 4, red, Exit
27.23, 3, red, Exit
27.23, 1, red, Exit
27.23, 4, blue, Exit
27.23, 2, blue, Exit
27.27, 3, red, Exit
27.27, 1, red, Exit
27.27, 2, red, Exit
27.27, 4, blue, Exit
27.27, 2, blue, Exit
27.30, 3, red, Exit
27.30, 1, red, Exit
27.30, 2, red, Exit
27.30, 4, blue, Exit
27.30, 2, blue, Exit
27.33, 3, red, Exit
27.33, 1, red, Exit
27.33, 2, red, Exit
27.33, 4, blue, Exit
27.33, 2, blue, Exit
27.37, 3, red, Exit
27.37, 1, red, Exit
27.37, 4, blue, Exit
27.37, 2, blue, Exit
27.40, 3, red, Exit
27.40, 1, red, Exit
27.40, 4, blue, Exit
27.40, 2, blue, Exit
27.43, 3, red, Exit
27.43, 4, blue, Exit
27.43, 2, blue, Exit
27.47, 4, blue, Exit
27.47, 2, blue, Exit
27.50, 4, red, Exit
27.50, 3, red, Exit
27.50, 2, red, Exit
27.50, 4, blue, Exit
27.50, 2, blue, Exit
27.53, 3, red, Exit
27.53, 2, red, Exit
27.53, 4, blue, Exit
27.53, 2, blue, Exit
27.57, 3, red, Exit
27.57, 4, blue, Exit
27.57, 2, blue, Exit
27.60, 2, red, Exit
27.60, 4, blue, Exit
27.60, 2, blue, Exit
27.63, 3, red, Exit
27.63, 1, red, Exit
27.63, 4, blue, Exit
27.63, 2, blue, Exit
27.67, 3, red, Exit
27.67, 2, red, Exit
27.67, 1, red, Exit
27.67, 2, red, Exit
27.67, 4, blue, Exit
27.67, 2, blue, Exit
27.70, 3, red, Exit
27.70, 2, red, Exit
27.70, 1, red, Exit
27.70, 2, red, Exit
27.70, 4, blue, Exit
27.70, 2, blue, Exit
27.73, 3, red, Exit
27.73, 4, red, Exit
27.73, 3, red, Exit
27.73, 1, red, Exit
27.73, 4, blue, Exit
27.73, 2, blue, Exit
27.77, 3, red, Exit
27.77, 4, red, Exit
27.77, 3, red, Exit
27.77, 2, red, Exit
27.77, 1, red, Exit
27.77, 2, red, Exit
27.77, 4, blue, Exit
27.77, 2, blue, Exit
27.80, 3, red, Exit
27.80, 4, red, Exit
27.80, 3, red, Exit
27.80, 1, red, Exit
27.80, 2, red, Exit
27.80, 4, blue, Exit
27.80, 2, blue, Exit
27.83, 3, red, Exit
27.83, 4, red, Exit
27.83, 3, red, Exit
27.83, 1, red, Exit
27.83, 4, blue, Exit
27.83, 2, blue, Exit
27.87, 3, red, Exit
27.87, 4, red, Exit
27.87, 3, red, Exit
27.87, 2, red, Exit
27.87, 4, blue, Exit
27.87, 2, blue, Exit
27.90, 3, red, Exit
27.90, 4, red, Exit
27.90, 3, red, Exit
27.90, 1, red, Exit
27.90, 4, blue, Exit
27.90, 2, blue, Exit
27.93, 3, red, Exit
27.93, 4, red, Exit
27.93, 3, red, Exit
27.93, 1, red, Exit
27.93, 4, blue, Exit
27.93, 2, blue, Exit
27.97, 3, red, Exit
27.97, 4, red, Exit
27.97, 3, red, Exit
27.97, 1, red, Exit
27.97, 4, blue, Exit
27.97, 2, blue, Exit
28.00, 3, red, Exit
28.00, 4, red, Exit
28.00, 3, red, Exit
28.00, 4, blue, Exit
28.00, 2, blue, Exit
28.03, 4, red, Exit
28.03, 1, red, Exit
28.03, 4, blue, Exit
28.03, 2, blue, Exit
28.07, 3, red, Exit
28.07, 4, red, Exit
28.07, 1, red, Exit
28.07, 4, blue, Exit
28.07, 2, blue, Exit
28.10, 3, red, Exit
28.10, 4, red, Exit
28.10, 1, red, Exit
28.10, 4, blue, Exit
28.10, 2, blue, Exit
28.13, 3, red, Exit
28.13, 4, red, Exit
28.13, 3, red, Exit
28.13, 1, red, Exit
28.13, 2, red, Exit
28.13, 4, blue, Exit
28.13, 2, blue, Exit
28.17, 3, red, Exit
28.17, 4, red, Exit
28.17, 3, red, Exit
28.17, 1, red, Exit
28.17, 2, red, Exit
28.17, 4, blue, Exit
28.17, 2, blue, Exit
28.20, 4, red, Exit
28.20, 3, red, Exit
28.20, 4, red, Exit
28.20, 1, red, Exit
28.20, 4, blue, Exit
28.20, 2, blue, Exit
28.23, 3, red, Exit
28.23, 4, red, Exit
28.23, 2, red, Exit
28.23, 4, blue, Exit
28.23, 2, blue, Exit
28.27, 4, red, Exit
28.27, 3, red, Exit
28.27, 4, red, Exit
28.27, 3, red, Exit
28.27, 1, red, Exit
28.27, 4, blue, Exit
28.27, 2, blue, Exit
28.30, 4, red, Exit
28.30, 3, red, Exit
28.30, 4, red, Exit
28.30, 3, red, Exit
28.30, 1, red, Exit
28.30, 2, red, Exit
28.30, 4, blue, Exit
28.30, 2, blue, Exit
28.33, 3, red, Exit
28.33, 4, red, Exit
28.33, 3, red, Exit
28.33, 2, red, Exit
28.33, 4, blue, Exit
28.33, 2, blue, Exit
28.37, 4, red, Exit
28.37, 3, red, Exit
28.37, 4, red, Exit
28.37, 3, red, Exit
28.37, 1, red, Exit
28.37, 4, blue, Exit
28.37, 2, blue, Exit
28.40, 4, red, Exit
28.40, 3, red, Exit
28.40, 4, red, Exit
28.40, 3, red, Exit
28.40, 2, red, Exit
28.40, 4, blue, Exit
28.40, 2, blue, Exit
28.43, 3, red, Exit
28.43, 4, red, Exit
28.43, 4, blue, Exit
28.43, 2, blue, Exit
28.47, 3, red, Exit
28.47, 4, red, Exit
28.47, 3, red, Exit
28.47, 1, red, Exit
28.47, 4, blue, Exit
28.47, 2, blue, Exit
28.50, 3, red, Exit
28.50, 4, red, Exit
28.50, 3, red, Exit
28.50, 4, blue, Exit
28.50, 2, blue, Exit
28.53, 4, red, Exit
28.53, 3, red, Exit
28.53, 4, red, Exit
28.53, 4, blue, Exit
28.53, 2, blue, Exit
28.57, 3, red, Exit
28.57, 4, red, Exit
28.57, 3, red, Exit
28.57, 2, red, Exit
28.57, 4, blue, Exit
28.57, 2, blue, Exit
28.60, 4, red, Exit
28.60, 3, red, Exit
28.60, 2, red, Exit
28.60, 4, blue, Exit
28.60, 2, blue, Exit
28.63, 3, red, Exit
28.63, 4, red, Exit
28.63, 3, red, Exit
28.63, 1, red, Exit
28.63, 2, red, Exit
28.63, 4, blue, Exit
28.63, 2, blue, Exit
28.67, 3, red, Exit
28.67, 4, red, Exit
28.67, 3, red, Exit
28.67, 2, red, Exit
28.67, 4, blue, Exit
28.67, 2, blue, Exit
28.70, 3, red, Exit
28.70, 4, red, Exit
28.70, 2, red, Exit
28.70, 4, blue, Exit
28.70, 2, blue, Exit
28.73, 3, red, Exit
28.73, 4, red, Exit
28.73, 2, red, Exit
28.73, 4, blue, Exit
28.73, 2, blue, Exit
28.77, 3, red, Exit
28.77, 4, red, Exit
28.77, 2, red, Exit
28.77, 4, blue, Exit
28.77, 2, blue, Exit
28.80, 3, red, Exit
28.80, 4, red, Exit
28.80, 2, red, Exit
28.80, 4, blue, Exit
28.80, 2, blue, Exit
28.83, 4, red, Exit
28.83, 3, red, Exit
28.83, 4, red, Exit
28.83, 4, blue, Exit
28.83, 2, blue, Exit
28.87, 3, red, Exit
28.87, 4, red, Exit
28.87, 3, red, Exit
28.87, 4, blue, Exit
28.87, 2, blue, Exit
28.90, 4, red, Exit
28.90, 3, red, Exit
28.90, 1, red, Exit
28.90, 2, red, Exit
28.90, 4, blue, Exit
28.90, 2, blue, Exit
28.93, 3, red, Exit
28.93, 4, red, Exit
28.93, 3, red, Exit
28.93, 2, red, Exit
28.93, 4, blue, Exit
28.93, 2, blue, Exit
28.97, 3, red, Exit
28.97, 4, red, Exit
28.97, 3, red, Exit
28.97, 2, red, Exit
28.97, 4, blue, Exit
28.97, 2, blue, Exit
29.00, 3, red, Exit
29.00, 4, red, Exit
29.00, 3, red, Exit
29.00, 4, red, Exit
29.00, 3, red, Exit
29.00, 2, red, Exit
29.00, 4, blue, Exit
29.00, 2, blue, Exit
29.03, 3, red, Exit
29.03, 4, red, Exit
29.03, 3, red, Exit
29.03, 4, red, Exit
29.03, 3, red, Exit
29.03, 4, blue, Exit
29.03, 2, blue, Exit
29.07, 4, red, Exit
29.07, 3, red, Exit
29.07, 4, red, Exit
29.07, 4, blue, Exit
29.07, 2, blue, Exit
29.10, 3, red, Exit
29.10, 4, red, Exit
29.10, 3, red, Exit
29.10, 2, red, Exit
29.10, 4, blue, Exit
29.10, 2, blue, Exit
29.13, 4, red, Exit
29.13, 3, red, Exit
29.13, 4, red, Exit
29.13, 3, red, Exit
29.13, 1, red, Exit
29.13, 4, blue, Exit
29.13, 2, blue, Exit
29.17, 4, red, Exit
29.17, 3, red, Exit
29.17, 4, blue, Exit
29.17, 2, blue, Exit
29.20, 4, red, Exit
29.20, 3, red, Exit
29.20, 2, red, Exit
29.20, 4, blue, Exit
29.20, 2, blue, Exit
29.23, 3, red, Exit
29.23, 4, red, Exit
29.23, 3, red, Exit
29.23, 2, red, Exit
29.23, 4, blue, Exit
29.23, 2, blue, Exit
29.27, 3, red, Exit
29.27, 4, red, Exit
29.27, 3, red, Exit
29.27, 4, blue, Exit
29.27, 2, blue, Exit
29.30, 4, red, Exit
29.30, 3, red, Exit
29.30, 1, red, Exit
29.30, 4, blue, Exit
29.30, 2, blue, Exit
29.33, 4, red, Exit
29.33, 3, red, Exit
29.33, 4, blue, Exit
29.33, 2, blue, Exit
29.37, 4, red, Exit
29.37, 3, red, Exit
29.37, 2, red, Exit
29.37, 4, blue, Exit
29.37, 2, blue, Exit
29.40, 3, red, Exit
29.40, 4, red, Exit
29.40, 3, red, Exit
29.40, 1, red, Exit
29.40, 4, blue, Exit
29.40, 2, blue, Exit
29.43, 4, red, Exit
29.43, 3, red, Exit
29.43, 4, red, Exit
29.43, 3, red, Exit
29.43, 1, red, Exit
29.43, 4, blue, Exit
29.43, 2, blue, Exit
29.47, 4, red, Exit
29.47, 3, red, Exit
29.47, 2, red, Exit
29.47, 4, blue, Exit
29.47, 2, blue, Exit
29.50, 4, red, Exit
29.50, 3, red, Exit
29.50, 1, red, Exit
29.50, 2, red, Exit
29.50, 4, blue, Exit
29.50, 2, blue, Exit
29.53, 3, red, Exit
29.53, 4, red, Exit
29.53, 3, red, Exit
29.53, 4, red, Exit
29.53, 3, red, Exit
29.53, 2, red, Exit
29.53, 1, red, Exit
29.53, 4, blue, Exit
29.53, 2, blue, Exit
29.57, 4, red, Exit
29.57, 3, red, Exit
29.57, 4, red, Exit
29.57, 3, red, Exit
29.57, 2, red, Exit
29.57, 4, blue, Exit
29.57, 2, blue, Exit
29.60, 4, red, Exit
29.60, 3, red, Exit
29.60, 4, red, Exit
29.60, 3, red, Exit
29.60, 4, red, Exit
29.60, 3, red, Exit
29.60, 4, blue, Exit
29.60, 2, blue, Exit
29.63, 4, red, Exit
29.63, 3, red, Exit
29.63, 4, red, Exit
29.63, 3, red, Exit
29.63, 2, red, Exit
29.63, 4, blue, Exit
29.63, 2, blue, Exit
29.67, 4, red, Exit
29.67, 3, red, Exit
29.67, 4, red, Exit
29.67, 2, red, Exit
29.70, 4, red, Exit
29.70, 3, red, Exit
29.70, 2, red, Exit
29.73, 4, red, Exit
29.73, 3, red, Exit
29.73, 4, red, Exit
29.77, 2, red, Exit
29.80, 4, red, Exit
29.80, 1, red, Exit
29.83, 4, red, Exit
29.83, 3, red, Exit
29.83, 4, red, Exit
29.83, 2, red, Exit
29.87, 3, red, Exit
29.87, 4, red, Exit
29.87, 1, red, Exit
29.90, 4, red, Exit
29.90, 3, red, Exit
29.90, 4, red, Exit
29.90, 2, red, Exit
29.93, 4, red, Exit
29.93, 3, red, Exit
29.93, 4, red, Exit
29.93, 3, red, Exit
29.93, 1, red, Exit
29.97, 4, red, Exit
29.97, 3, red, Exit
29.97, 4, red, Exit
29.97, 2, red, Exit
30.00, 3, red, Exit
30.00, 4, red, Exit
30.00, 3, red, Exit
30.00, 4, red, Exit
30.00, 4, blue, Exit
30.00, 2, blue, Exit
30.03, 3, red, Exit
30.03, 4, red, Exit
30.03, 3, red, Exit
30.03, 2, red, Exit
30.03, 1, red, Exit
30.03, 4, blue, Exit
30.03, 2, blue, Exit
30.07, 3, red, Exit
30.07, 4, red, Exit
